country,ym,cpv_division,n,sb,ge3,sum_offers
IS,201808,39,2,0,2,6
IS,201808,48,1,0,1,3
NO,201808,72,16,1,6,47
ES,201807,31,28,24,3,41
SE,201807,79,49,1,48,289
SE,201807,90,24,24,0,24
SE,201807,85,48,24,0,72
IT,201807,45,49,0,49,598
FR,201807,32,9,1,5,27
DE,201807,44,6,0,3,17
HU,201807,45,38,0,38,116
NL,201807,45,6,0,6,28
EE,201807,45,1,0,1,8
HR,201807,45,20,2,17,93
MT,201807,45,2,0,2,6
BE,201807,45,2,0,2,8
UK,201807,71,39,2,35,543
UK,201807,45,14,0,13,71
DE,201807,39,6,1,4,20
DE,201807,33,65,49,14,124
LT,201807,45,1,1,0,1
AT,201807,45,5,0,4,21
NL,201807,33,5,0,3,15
ES,201807,09,2,0,2,8
DK,201807,33,8,4,0,12
ES,201807,15,19,3,8,48
NL,201807,09,2,0,0,4
DE,201807,30,32,1,5,73
SK,201807,34,3,0,3,15
SK,201807,15,1,1,0,1
EE,201807,33,22,3,13,54
SK,201807,16,3,0,2,8
SK,201807,42,1,0,1,3
SI,201807,33,78,72,6,186
ES,201807,44,10,7,0,13
CZ,201807,43,1,1,0,1
SI,201807,16,8,8,0,8
SI,201807,39,14,2,11,43
DK,201807,38,35,0,34,241
FR,201807,43,5,0,5,29
PL,201807,65,1,1,0,1
AT,201807,34,3,0,2,12
FR,201807,44,15,0,13,56
DE,201807,14,1,1,0,1
HR,201807,16,1,1,0,1
BE,201807,39,2,0,1,5
BE,201807,33,3,0,2,8
PL,201807,35,12,11,0,13
GR,201807,30,1,1,0,1
GR,201807,42,1,0,1,3
NL,201807,34,1,1,0,1
BG,201807,03,1,1,0,1
SE,201807,33,14,0,14,100
SE,201807,45,9,0,7,32
GR,201807,09,23,5,16,57
HR,201807,31,5,1,0,9
LT,201807,43,1,0,1,3
AT,201807,43,1,0,0,2
DE,201807,32,1,1,0,1
UK,201807,34,4,2,1,7
DE,201807,38,4,4,0,4
DE,201807,31,4,1,2,10
PL,201807,24,2,1,0,3
UK,201807,79,39,3,36,3315
BG,201807,34,5,1,2,11
SE,201807,38,1,1,0,1
FR,201807,22,2,0,0,4
NL,201807,76,1,0,1,13
DE,201807,98,4,3,0,5
PT,201807,71,2,0,2,7
LT,201807,66,1,1,0,1
