country,ym,cpv_division,n,sb,ge3,sum_offers
CZ,201603,90,38,7,25,134
ES,201603,50,74,17,46,384
UK,201603,60,633,140,463,11608
CZ,201603,71,45,11,31,198
PL,201603,72,35,16,17,93
CZ,201603,77,20,5,11,78
DE,201603,72,49,22,19,196
CZ,201603,72,23,20,3,36
IT,201603,79,27,5,19,124
FR,201603,79,279,36,222,1638
ES,201603,75,3,0,3,17
FR,201603,60,213,11,186,819
FR,201603,66,137,16,84,454
HU,201603,79,20,12,7,60
RO,201603,72,4,3,0,5
RO,201603,66,5,3,0,7
ES,201603,51,3,0,3,16
ES,201603,64,21,7,12,51
RO,201603,90,24,1,13,66
HU,201603,90,44,12,15,95
HU,201603,50,12,8,2,24
HU,201603,64,2,2,0,2
UK,201603,70,43,32,6,108
UK,201603,80,92,12,76,858
UK,201603,50,305,8,275,1853
UK,201603,72,140,10,121,1236
MT,201603,71,5,0,2,15
IT,201603,92,16,15,0,17
IT,201603,90,84,18,46,475
FR,201603,50,212,40,130,705
GR,201603,90,3,1,2,7
UK,201603,98,47,3,34,471
UK,201603,85,512,23,420,14202
HU,201603,71,13,6,6,36
RO,201603,79,42,6,33,186
RO,201603,64,11,7,1,16
FR,201603,77,70,8,43,342
RO,201603,71,7,0,5,32
FR,201603,55,41,2,34,238
DE,201603,98,9,4,5,19
FR,201603,64,56,15,26,134
FI,201603,71,25,2,22,241
NL,201603,79,196,17,162,2251
BG,201603,79,29,9,16,86
NL,201603,72,39,3,33,250
BG,201603,22,7,1,1,15
BG,201603,50,26,16,5,42
BG,201603,73,3,3,0,3
NL,201603,66,7,2,4,35
BG,201603,72,9,5,3,19
UK,201603,92,17,10,5,43
NL,201603,71,702,24,674,10929
HR,201603,79,3,0,2,10
BE,201603,66,99,51,46,258
BE,201603,90,43,2,30,236
HR,201603,50,20,8,2,34
NL,201603,50,20,0,17,100
UK,201603,42,80,6,70,860
UK,201603,73,56,4,50,767
IT,201603,85,45,9,27,191
UK,201603,55,10,3,6,35
IT,201603,66,149,47,50,355
IT,201603,72,26,13,9,76
FR,201603,80,157,49,71,848
IT,201603,55,22,4,17,89
IT,201603,73,4,0,3,35
ES,201603,79,28,4,20,115
AT,201603,45,86,1,78,636
IT,201603,45,70,1,61,1115
GR,201603,45,5,0,5,21
CZ,201603,42,10,3,4,28
RO,201603,34,16,6,3,31
HU,201603,18,6,1,1,12
HU,201603,44,23,1,17,62
HU,201603,31,2,1,1,4
DE,201603,42,44,13,28,250
UK,201603,24,6,1,5,29
IT,201603,38,11,2,6,33
BE,201603,34,33,6,26,155
AT,201603,71,21,2,16,97
AT,201603,60,2,0,2,8
ES,201603,73,1,0,1,7
AT,201603,31,12,0,12,48
HU,201603,72,7,1,4,21
DK,201603,50,7,0,6,27
BE,201603,72,30,30,0,30
BG,201603,77,31,4,19,92
IE,201603,72,54,2,51,398
MK,201603,45,17,1,16,80
MK,201603,33,18,1,16,107
NO,201603,45,36,1,34,245
NO,201603,32,7,0,6,24
NO,201603,73,2,0,2,10
NO,201603,71,56,0,56,584
NO,201603,66,16,0,4,42
NO,201603,72,12,1,9,54
NO,201603,63,1,0,1,4
CH,201603,63,2,0,2,6
CH,201603,48,3,0,3,18
CH,201603,90,5,0,5,86
CH,201603,71,30,0,26,206
CH,201603,45,103,7,91,770
BE,201602,79,48,0,24,168
IE,201603,45,11,0,11,59
PL,201603,45,76,9,60,521
SE,201603,45,89,4,83,546
EE,201603,45,4,0,4,30
BE,201603,33,83,23,42,231
PL,201603,43,42,11,24,135
UK,201603,34,125,73,45,530
PL,201603,30,70,16,36,240
FR,201603,14,23,7,9,52
PT,201603,30,4,0,4,22
UK,201603,16,5,3,0,7
FR,201603,37,7,0,6,31
PL,201603,15,72,4,53,212
UK,201603,39,50,3,47,235
SE,201603,38,15,3,11,97
PL,201603,66,53,25,15,106
LT,201603,48,8,7,1,10
LT,201603,31,3,0,1,8
LT,201603,34,19,1,15,115
LT,201603,15,36,0,19,119
PL,201603,39,55,22,24,143
LT,201603,33,221,33,168,2620
PL,201603,31,37,11,16,112
SE,201603,33,67,2,62,634
AT,201603,33,14,5,7,37
DE,201603,48,20,5,10,60
NL,201603,44,10,3,4,33
NL,201603,22,22,2,7,53
FI,201603,33,6,0,6,34
FR,201603,43,11,0,7,37
SK,201603,33,32,19,3,52
SK,201603,03,4,4,0,4
HR,201603,34,8,6,2,14
EE,201603,38,3,0,2,9
EE,201603,33,49,2,41,352
UK,201603,38,35,11,14,81
CZ,201603,55,3,2,1,9
ES,201603,24,10,3,3,21
CZ,201603,35,3,0,2,13
EE,201603,34,4,0,2,13
HU,201603,37,1,1,0,1
IT,201603,34,46,17,21,110
CY,201603,33,28,18,3,41
SI,201603,90,19,2,15,75
IE,201603,71,19,2,16,135
LV,201603,72,10,3,1,18
PL,201603,90,130,31,63,396
PL,201603,50,158,77,44,340
ES,201603,32,29,0,23,119
IT,201603,60,11,7,2,17
PL,201603,77,163,79,44,324
PL,201603,60,47,27,10,86
FR,201603,85,21,9,8,50
PL,201603,71,47,6,36,248
ES,201603,85,39,8,15,96
FR,201603,92,44,12,24,142
NL,201603,77,33,3,23,176
UK,201603,15,2,0,2,9
LT,201603,79,6,0,5,52
GR,201603,60,3,1,0,5
GR,201603,79,28,1,26,107
GR,201603,71,1,0,1,23
SE,201603,79,67,3,62,502
DK,201603,90,23,3,14,91
DK,201603,66,49,3,36,159
SE,201603,48,11,5,2,24
SE,201603,90,44,1,42,266
DK,201603,72,22,2,18,89
SE,201603,71,210,3,203,2187
SE,201603,50,28,1,26,225
GH,201603,66,1,0,1,4
SE,201603,72,15,7,7,33
NL,201603,80,15,7,8,44
NL,201603,60,26,1,23,133
AT,201603,80,14,7,2,24
DE,201603,80,342,2,340,1817
AT,201603,79,3,0,3,12
FI,201603,50,5,0,5,21
NL,201603,90,48,0,44,311
FI,201603,80,19,2,15,96
EE,201603,64,1,0,1,3
ES,201602,72,15,5,8,49
RO,201603,50,162,112,19,232
NL,201603,98,10,2,2,20
EE,201603,63,2,0,2,10
CZ,201603,66,3,0,2,8
MT,201603,72,2,0,0,4
EE,201603,55,3,0,0,6
UK,201603,64,5,2,3,17
IE,201603,79,11,1,8,50
DK,201603,45,46,2,30,166
ES,201603,45,38,3,34,288
PL,201603,09,48,15,22,137
ES,201603,38,2,1,0,3
GR,201602,14,3,0,3,15
ES,201603,18,4,0,3,19
CZ,201603,22,3,1,2,7
ES,201603,31,52,7,41,190
ES,201603,30,5,1,2,12
HU,201603,42,2,0,1,5
SI,201603,50,13,10,1,18
ES,201603,71,18,2,14,222
IT,201603,71,16,0,15,175
IT,201602,72,4,2,2,14
ES,201602,50,15,3,10,105
FI,201603,65,2,0,2,12
MK,201603,32,2,1,1,8
MK,201603,71,9,0,9,70
NO,201603,79,20,0,18,190
NO,201603,70,6,0,6,77
CH,201603,34,7,0,3,23
CH,201603,30,3,0,3,18
CH,201603,75,4,1,2,13
CH,201603,72,18,0,15,181
CH,201603,66,1,0,1,3
MT,201603,31,2,0,1,12
LV,201603,45,2,0,2,9
ES,201603,35,3,0,2,20
SE,201603,09,6,1,2,17
FR,201603,22,66,13,36,242
SE,201603,34,32,4,25,255
SE,201603,35,4,0,3,15
HR,201603,09,13,3,7,35
NL,201603,48,18,7,7,37
BG,201603,38,6,4,2,13
SE,201603,37,2,0,2,12
SE,201603,66,14,0,13,116
SE,201603,18,1,0,1,3
SE,201603,15,10,5,0,15
SI,201603,33,94,8,69,2467
PL,201603,34,29,10,13,68
PL,201603,44,75,33,31,196
PL,201603,18,3,2,1,5
PL,201603,24,87,17,38,253
EE,201603,18,3,0,3,24
BG,201603,44,10,2,4,22
BG,201603,32,2,1,1,7
BG,201603,30,31,5,23,115
LV,201603,34,77,4,71,673
UK,201603,30,25,0,25,144
IE,201603,18,3,0,3,9
FI,201603,31,2,0,1,11
FI,201603,39,1,0,1,3
LU,201603,33,1,0,1,5
PT,201603,34,2,0,0,4
HR,201603,15,12,3,8,38
BG,201603,39,7,0,5,50
RO,201603,30,12,1,8,39
SE,201603,39,11,3,3,29
SE,201603,30,26,1,25,257
BG,201603,33,189,23,145,7155
RO,201603,38,35,2,31,884
AT,201603,30,5,1,3,14
DE,201603,09,130,10,99,804
IT,201603,64,9,4,2,25
DE,201603,30,91,6,75,370
DE,201603,33,144,32,84,552
DE,201603,15,4,0,4,15
DE,201603,39,81,1,29,320
DE,201603,18,11,1,8,50
PL,201603,38,47,15,18,113
PT,201603,18,2,0,2,6
SI,201603,39,13,0,10,46
DE,201603,73,11,5,3,25
SI,201603,15,186,30,106,588
SE,201603,60,16,1,11,64
ES,201603,98,16,1,13,84
ES,201603,66,16,6,4,30
HR,201603,90,10,9,0,11
SE,201603,31,4,0,4,17
AT,201603,90,5,0,4,17
UK,201603,90,107,5,90,542
UK,201603,66,121,12,86,528
PL,201603,79,126,29,79,450
PL,201603,55,87,8,74,515
LT,201603,80,15,1,0,29
LT,201603,90,1,1,0,1
PL,201603,85,101,60,25,261
PL,201603,65,15,15,0,15
LT,201603,71,33,3,27,180
PL,201603,98,15,5,4,34
EE,201603,70,3,0,3,9
EE,201603,77,1,0,1,4
BG,201603,90,11,3,7,43
BG,201603,64,5,1,3,12
LV,201603,80,31,4,18,100
DE,201603,60,53,7,36,198
FI,201603,66,4,0,4,13
FR,201603,48,44,9,28,163
FR,201603,63,21,3,16,80
IE,201603,34,2,1,1,4
IT,201603,98,15,2,9,63
SE,201603,80,32,0,32,388
SE,201603,85,93,0,91,5126
PL,201603,80,91,34,26,204
PL,201603,75,6,3,1,10
DE,201603,55,1,0,0,2
SI,201603,72,3,2,1,5
LU,201603,34,1,1,0,1
LU,201603,45,7,2,5,37
SI,201603,42,2,1,0,3
LT,201603,09,4,3,0,5
PL,201603,51,3,0,2,9
GR,201603,19,2,0,2,6
FR,201603,65,6,0,4,16
BG,201603,31,29,3,20,82
RO,201603,35,4,2,2,12
HU,201603,98,1,0,1,3
FR,201603,70,6,0,6,45
LT,201603,50,28,12,14,74
FI,201603,60,28,4,18,86
NO,201603,39,14,0,9,50
NO,201603,30,15,2,9,49
NO,201603,03,1,1,0,1
NO,201603,50,3,0,3,15
CH,201603,31,16,0,9,62
CH,201603,44,2,0,2,11
SE,201603,92,8,0,8,36
PT,201603,45,3,0,3,20
SI,201603,48,1,1,0,1
IT,201603,22,3,1,1,9
SK,201603,44,9,3,1,17
SK,201603,30,5,1,0,9
UK,201603,22,26,0,26,93
EE,201603,30,4,0,4,13
PL,201603,42,47,19,24,157
ES,201603,22,11,3,1,20
PL,201603,32,14,10,3,22
PT,201603,09,39,24,13,75
ES,201603,39,5,0,4,30
SI,201603,09,13,3,10,38
AT,201603,32,2,0,1,5
DE,201603,65,24,2,20,155
SE,201603,44,10,0,7,38
PT,201603,33,19,8,11,74
CZ,201603,38,4,4,0,4
CZ,201603,48,7,2,3,22
EE,201603,35,1,1,0,1
SE,201603,77,4,1,3,20
SE,201603,22,2,0,2,30
SE,201603,55,2,0,2,11
SE,201603,70,2,1,1,5
SE,201603,98,2,0,1,7
SE,201603,73,7,0,7,63
HU,201603,60,3,1,0,5
SK,201603,72,19,11,6,34
SK,201603,50,7,3,4,15
SK,201603,71,25,5,9,73
SK,201603,79,6,0,5,26
SK,201603,80,19,0,19,112
SK,201603,77,13,0,13,85
EE,201603,92,2,2,0,2
EE,201603,71,2,0,1,6
FR,201603,75,15,13,1,27
UK,201603,77,10,1,9,48
LT,201603,72,7,7,0,7
PT,201603,50,14,0,14,153
PT,201603,79,3,0,3,39
DE,201603,75,25,9,5,47
DE,201603,77,60,5,54,644
HR,201603,71,15,5,9,62
BE,201603,85,3,2,0,4
BG,201603,48,2,2,0,2
IT,201603,63,8,2,5,28
CZ,201603,79,14,3,11,54
DE,201603,50,89,22,48,258
UK,201603,35,6,4,2,11
SK,201603,31,1,0,1,4
SI,201603,03,1,1,0,1
HR,201603,14,4,1,1,9
IT,201603,18,8,4,3,20
HR,201603,31,4,1,1,8
BG,201603,42,17,4,12,56
BG,201603,24,11,1,7,48
BG,201603,43,9,0,9,50
CZ,201603,65,1,0,0,2
HU,201603,63,1,0,1,4
PL,201603,76,6,2,4,18
HR,201603,51,1,0,1,3
BG,201603,34,14,1,10,52
CZ,201603,50,51,43,8,70
BG,201603,60,3,1,0,5
NO,201603,38,11,2,9,55
BE,201602,75,24,0,0,48
SZ,201602,79,24,24,0,24
UK,201602,90,75,48,3,105
BE,201603,44,5,0,5,18
SI,201603,71,2,1,0,3
FI,201603,45,25,1,21,143
MT,201603,39,1,0,1,3
IT,201603,42,7,3,2,13
UK,201603,09,60,1,49,188
CY,201603,34,5,0,5,20
GR,201603,33,22,0,22,306
UK,201603,18,2,0,2,16
SI,201603,30,7,2,4,21
SE,201603,42,2,2,0,2
SI,201603,19,7,0,6,56
SE,201603,32,1,0,1,3
CZ,201603,24,13,0,13,57
DK,201603,32,2,0,1,6
NL,201603,38,7,3,4,19
LV,201603,39,2,0,0,4
DE,201603,43,6,1,2,15
ES,201603,44,1,0,1,4
DE,201603,51,3,2,1,5
LT,201603,39,21,0,18,231
HR,201603,38,2,1,1,5
HR,201603,42,2,0,0,4
HR,201603,24,3,1,0,5
LV,201603,42,39,27,2,53
ES,201603,42,7,4,3,23
LV,201603,09,15,4,8,49
PL,201603,03,43,7,24,121
BE,201603,35,4,0,2,10
BE,201603,24,7,3,4,23
IT,201603,80,7,2,4,27
FR,201603,98,22,3,15,62
IT,201603,77,11,0,11,76
UK,201603,65,2,0,2,11
CY,201603,66,4,0,2,11
IE,201603,85,12,0,1,26
SI,201603,51,2,0,1,6
ES,201603,77,4,0,4,77
DK,201603,92,1,1,0,1
DK,201603,71,17,0,13,74
NL,201603,85,339,2,335,7532
BG,201603,71,67,20,44,266
ES,201603,55,2,0,1,8
LV,201603,55,6,4,0,8
LT,201603,73,5,4,0,6
LT,201603,98,1,1,0,1
BE,201603,71,21,1,18,97
DE,201603,63,1,1,0,1
LT,201603,55,8,2,0,14
LV,201603,77,55,5,46,250
LV,201603,71,12,0,11,63
PL,201603,73,17,14,1,23
FR,201602,72,9,2,6,42
EE,201603,80,2,0,2,8
LV,201603,50,60,26,15,117
MT,201603,90,15,0,15,103
LV,201603,90,20,0,19,105
DK,201603,60,12,0,12,82
DK,201603,31,5,0,5,24
LV,201603,31,1,0,1,7
HR,201603,48,4,2,1,8
GR,201603,50,3,0,3,17
HR,201603,64,3,1,0,5
LV,201603,73,1,0,0,2
MK,201603,15,12,1,10,49
MK,201603,30,11,2,7,34
MK,201603,38,13,0,13,130
MK,201603,63,12,0,12,50
NO,201603,33,17,3,10,75
NO,201603,34,14,1,9,46
NO,201603,90,52,4,47,421
NO,201603,31,3,0,2,9
CH,201603,42,6,4,2,17
MA,201602,79,24,0,24,96
BG,201602,45,3,0,2,12
FR,201602,45,95,5,81,585
NL,201602,45,2,1,1,28
AT,201602,71,4,0,4,20
AT,201602,45,4,0,3,37
FR,201602,39,29,2,26,171
FR,201602,30,7,0,5,22
PT,201602,45,1,0,1,9
IT,201602,45,12,0,12,124
FR,201602,44,27,3,18,90
CZ,201602,45,3,3,0,3
FI,201602,45,1,0,1,7
UK,201602,45,2,0,2,12
MT,201602,45,1,0,1,4
IT,201602,32,1,0,1,5
IT,201602,33,55,12,31,169
GR,201602,09,18,14,2,28
BG,201602,09,1,1,0,1
BG,201602,22,4,0,2,32
BG,201602,44,1,1,0,1
BG,201602,33,32,1,30,553
NL,201602,18,5,0,5,37
PL,201602,33,544,265,166,1134
FR,201602,18,7,3,3,15
BG,201602,16,1,1,0,1
SE,201602,33,32,1,31,246
PT,201602,65,2,0,2,6
UK,201602,33,5,0,5,77
NL,201602,34,2,0,0,4
NL,201602,50,4,1,3,13
DK,201602,34,1,0,1,3
FR,201602,03,34,8,16,92
HU,201602,15,15,3,2,30
HU,201602,32,1,0,0,2
NL,201602,09,12,0,12,64
HU,201602,09,1,0,1,4
FR,201602,34,12,3,5,27
FR,201602,35,21,9,7,49
DK,201602,33,6,1,3,14
DE,201602,30,2,2,0,2
AT,201602,31,2,0,2,11
AT,201602,30,1,0,1,3
IE,201602,34,1,0,1,3
HR,201602,33,18,14,4,30
AT,201602,32,2,0,2,11
BE,201602,70,1,0,1,8
DE,201602,32,7,3,2,14
DE,201602,33,150,14,125,949
FR,201602,33,25,5,12,180
HR,201602,34,2,1,1,5
ES,201602,22,8,0,3,21
FR,201602,55,7,0,7,49
FR,201602,22,9,1,7,26
FR,201602,42,4,0,2,10
ES,201602,33,18,4,8,54
HU,201602,34,1,0,0,2
LV,201602,30,47,1,46,347
FR,201602,09,10,1,7,33
SI,201602,15,47,4,39,222
ES,201602,09,3,3,0,3
UK,201602,39,3,0,3,15
SI,201602,33,45,5,39,2034
MT,201602,33,1,0,0,2
ES,201602,38,3,2,0,4
UK,201602,38,7,3,2,15
CZ,201602,30,4,2,1,8
BE,201602,15,10,0,8,42
DE,201602,31,6,1,3,15
PL,201602,09,8,2,4,27
UK,201602,31,3,0,3,15
ES,201602,35,1,0,1,6
PL,201602,48,1,0,1,4
PL,201602,39,6,2,3,20
CZ,201602,48,1,0,1,3
EE,201602,33,8,0,8,42
UK,201602,09,1,0,1,5
LT,201602,33,88,7,80,2618
LT,201602,15,26,0,26,702
EE,201602,15,8,0,8,52
CZ,201602,33,11,7,2,18
PL,201602,44,15,0,8,45
LT,201602,31,1,0,1,6
ES,201602,64,3,1,2,10
FR,201602,31,5,2,2,11
LT,201602,39,4,1,3,25
RO,201602,38,3,1,0,5
ES,201602,30,2,0,2,14
CZ,201602,66,1,0,0,2
PT,201602,33,34,0,30,298
RO,201602,33,58,35,19,386
RO,201602,16,1,0,0,2
RO,201602,30,14,2,11,41
CZ,201602,44,5,1,0,9
RO,201602,09,9,0,6,33
SK,201602,24,1,0,0,2
UK,201602,42,9,0,9,43
FI,201602,39,2,0,0,4
BE,201602,37,1,0,0,2
UK,201602,34,9,0,8,28
FR,201602,48,6,3,3,15
LU,201602,55,2,0,2,7
BE,201602,32,4,4,0,4
DE,201602,48,4,1,2,9
IT,201602,90,10,0,9,115
IT,201602,79,7,0,7,38
IT,201602,34,12,4,6,29
IT,201602,55,5,1,4,18
GR,201602,72,2,0,0,4
BG,201602,71,5,2,3,17
IT,201602,60,5,4,0,6
BG,201602,79,10,5,4,28
FR,201602,71,37,1,29,289
UK,201602,66,21,0,14,75
FR,201602,80,9,3,4,42
PL,201602,77,34,27,0,41
FR,201602,79,39,9,24,143
NL,201602,79,110,1,83,1088
NL,201602,90,9,1,8,39
NL,201602,71,4,0,4,28
IT,201602,85,16,4,9,90
UK,201602,72,38,0,14,557
UK,201602,85,6,0,4,16
IE,201602,79,5,0,3,13
SE,201602,79,6,1,0,11
SE,201602,60,2,0,1,5
FR,201602,50,51,9,26,160
UK,201602,75,2,0,0,4
BG,201602,90,2,0,1,7
IE,201602,71,2,0,2,12
FR,201602,90,35,0,31,182
BG,201602,66,4,0,4,18
FR,201602,77,16,0,15,75
BG,201602,30,4,2,2,12
NL,201602,66,1,0,1,12
FR,201602,32,3,0,2,16
RO,201602,66,1,0,1,3
IT,201602,50,11,3,6,66
IT,201602,80,1,1,0,1
UK,201602,77,19,0,19,86
FR,201602,64,9,0,7,41
UK,201602,71,3,0,3,19
HU,201602,77,1,0,1,6
FR,201602,66,50,5,31,146
UK,201602,63,2,0,2,8
FR,201602,63,4,2,2,11
ES,201602,79,9,5,2,20
AT,201602,80,3,0,2,10
PT,201602,72,1,1,0,1
ES,201602,45,3,0,3,49
NL,201602,98,3,0,1,7
UK,201602,79,8,1,6,33
IE,201602,45,1,0,1,8
HU,201602,71,2,0,1,7
HU,201602,90,8,6,0,10
DE,201602,71,13,1,8,76
DE,201602,55,54,2,52,166
ES,201602,60,6,1,4,18
IT,201602,98,2,0,2,23
SI,201602,55,1,1,0,1
DE,201602,50,4,2,1,7
AT,201602,85,8,8,0,8
DE,201602,85,5,0,4,14
BE,201602,85,1,0,0,2
SI,201602,50,1,1,0,1
LV,201602,60,15,0,15,111
DE,201602,75,2,0,1,10
PL,201602,90,11,5,4,21
CZ,201602,72,5,1,1,12
PL,201602,79,23,7,4,59
DE,201602,98,12,3,8,44
PL,201602,64,1,0,0,2
PL,201602,65,7,7,0,7
PL,201602,55,8,5,3,17
ES,201602,92,1,0,0,2
PL,201602,92,2,2,0,2
PL,201602,50,12,8,0,16
EE,201602,71,1,1,0,1
EE,201602,85,5,5,0,5
LT,201602,72,3,3,0,3
LT,201602,71,1,0,1,6
PL,201602,71,10,0,10,49
HR,201602,64,1,1,0,1
CZ,201602,55,1,1,0,1
PL,201602,66,20,7,6,44
SK,201602,85,2,2,0,2
ES,201602,98,1,0,0,2
CZ,201602,71,14,2,12,112
RO,201602,60,16,9,1,24
FR,201602,38,11,5,2,21
RO,201602,90,2,1,0,3
CZ,201602,79,6,2,4,14
RO,201602,92,1,1,0,1
RO,201602,85,1,1,0,1
FI,201602,72,1,0,1,9
BG,201602,50,5,4,1,7
UK,201602,19,2,2,0,2
AT,201602,48,1,0,1,3
DE,201602,09,14,1,13,92
IT,201602,09,2,0,1,5
ES,201602,34,5,2,2,22
IT,201602,31,1,0,1,3
CZ,201602,34,3,1,0,5
ES,201602,31,2,1,0,3
PL,201602,14,5,1,4,16
CY,201602,31,1,0,1,4
ES,201602,44,10,0,8,43
RO,201602,42,2,2,0,2
BE,201602,72,31,5,1,59
AT,201602,72,1,0,1,4
DK,201602,72,2,0,2,6
FR,201602,65,2,1,0,3
SI,201602,90,2,0,2,8
CZ,201602,90,1,0,1,4
ES,201602,41,2,0,2,12
RO,201602,50,2,2,0,2
MK,201602,45,3,0,3,12
MK,201602,33,4,0,4,20
MK,201602,71,1,0,1,6
NO,201602,45,1,0,1,7
NO,201602,71,9,0,8,131
NO,201602,90,1,1,0,1
NO,201602,98,1,0,1,4
NO,201602,66,2,0,0,4
NO,201602,48,1,0,0,2
CH,201602,45,27,8,18,120
CH,201602,71,9,2,7,74
CH,201602,31,2,0,2,10
CH,201602,34,2,0,2,10
UK,201602,50,25,0,23,319
DE,201602,44,4,0,2,17
DE,201602,51,1,0,0,2
DK,201602,45,6,1,1,14
LU,201602,44,1,0,1,4
LU,201602,90,1,0,1,3
LU,201602,45,4,0,4,20
RO,201602,45,1,0,1,5
PL,201602,45,2,1,1,11
DE,201602,14,1,0,1,3
HR,201602,09,9,0,9,44
HR,201602,37,1,1,0,1
CZ,201602,16,1,1,0,1
SK,201602,09,2,0,2,16
CZ,201602,38,1,1,0,1
DE,201602,35,4,0,3,16
DE,201602,24,1,0,0,2
DE,201602,38,6,6,0,6
SE,201602,38,1,0,1,4
PL,201602,34,3,2,1,6
FR,201602,24,5,0,0,10
RO,201602,19,7,0,7,126
FR,201602,15,67,6,50,327
BE,201602,24,1,0,1,5
BE,201602,09,7,0,7,35
RO,201602,03,1,0,0,2
ES,201602,18,5,2,2,13
LV,201602,15,1,0,1,5
LV,201602,03,5,0,5,21
LV,201602,38,4,3,0,5
HU,201602,33,131,130,0,132
FR,201602,19,2,0,1,5
SI,201602,38,1,0,0,2
FR,201602,43,7,2,4,20
SI,201602,09,1,0,1,4
SI,201602,24,7,0,7,28
HR,201602,15,1,0,1,3
PL,201602,24,15,1,10,53
PL,201602,30,8,2,5,25
FI,201602,34,1,1,0,1
NL,201602,22,1,1,0,1
BE,201602,22,3,2,1,7
NL,201602,39,2,0,2,6
HU,201602,35,21,2,10,60
SE,201602,71,18,3,10,87
SE,201602,90,38,0,36,288
AT,201602,79,3,1,1,6
DE,201602,92,1,0,0,2
DE,201602,73,2,2,0,2
DE,201602,79,128,0,125,491
HR,201602,71,1,0,1,4
HR,201602,60,2,2,0,2
PL,201602,85,3,3,0,3
PL,201602,72,2,0,2,10
SK,201602,71,1,0,1,4
UK,201602,80,21,0,21,186
DE,201602,72,11,9,1,16
DE,201602,80,31,0,7,209
DK,201602,71,12,0,10,43
RO,201602,71,6,2,3,15
RO,201602,77,11,9,1,15
IT,201602,66,16,4,8,40
FR,201602,92,3,1,1,7
UK,201602,98,70,0,70,546
FR,201602,85,13,2,3,36
